"","country","year","LifeExp","income","population","continent"
"5277","Nigeria",1829,30.4,919,12500000,"Africa"
"5278","North Korea",1829,26,245,4370000,"Asia"
"5279","North Macedonia",1829,36.1,745,424000,"Europe"
"5280","Norway",1829,46.3,2710,1110000,"Europe"
"5281","Oman",1829,32.3,953,326000,"Middle East"
"5282","Pakistan",1829,25.8,1020,14100000,"Asia"
"5283","Panama",1829,32.9,940,93300,"The Americas"
"5284","Papua New Guinea",1829,31.5,565,757000,"Oceania"
"5285","Paraguay",1829,35.5,937,187000,"The Americas"
"5286","Peru",1829,35.7,698,1380000,"The Americas"
"5287","Philippines",1829,30.9,1110,2550000,"Asia"
"5288","Poland",1829,35.9,1160,11100000,"Europe"
"5289","Portugal",1829,35.6,1730,3470000,"Europe"
"5290","Qatar",1829,30.8,1220,14100,"Middle East"
"5291","Romania",1829,35.7,427,6840000,"Europe"
"5292","Russia",1829,29.6,1550,34100000,"Europe"
"5293","Rwanda",1829,31.8,447,1080000,"Africa"
"5294","Samoa",1829,25.4,1450,47100,"Oceania"
"5295","Sao Tome and Principe",1829,31,897,24200,"Africa"
"5296","Saudi Arabia",1829,32.1,2420,2130000,"Middle East"
"5297","Senegal",1829,25.2,521,986000,"Africa"
"5298","Serbia",1829,35.5,1470,2110000,"Europe"
"5299","Seychelles",1829,37,888,12900,"Africa"
"5300","Sierra Leone",1829,25.1,769,790000,"Africa"
"5301","Singapore",1829,34,1050,36200,"Asia"
"5302","Slovenia",1829,36.6,1520,508000,"Europe"
"5303","Solomon Islands",1829,25.1,376,62800,"Oceania"
"5304","Somalia",1829,29.4,713,1120000,"Africa"
"5305","South Africa",1829,33.5,2040,1890000,"Africa"
"5306","South Korea",1829,25.8,463,9440000,"Asia"
"5307","South Sudan",1829,26.7,531,1100000,"Africa"
"5308","Spain",1829,29.5,1830,13000000,"Europe"
"5309","Sri Lanka",1829,32.6,805,1450000,"Asia"
"5310","St. Lucia",1829,28,903,24000,"The Americas"
"5311","St. Vincent and the Grenadines",1829,26,893,27000,"The Americas"
"5312","Sudan",1829,31.4,543,4270000,"Africa"
"5313","Suriname",1829,32.9,1740,82000,"The Americas"
"5314","Swaziland",1829,32.3,513,73900,"Africa"
"5315","Sweden",1829,36.2,1600,2840000,"Europe"
"5316","Switzerland",1829,38,3310,2090000,"Europe"
"5317","Syria",1829,31.1,528,1380000,"Middle East"
"5318","Tajikistan",1829,24.2,590,507000,"Asia"
"5319","Tanzania",1829,32.2,577,3610000,"Africa"
"5320","Thailand",1829,30.4,804,4830000,"Asia"
"5321","Timor-Leste",1829,28.9,552,155000,"Asia"
"5322","Togo",1829,31.3,715,463000,"Africa"
"5323","Tonga",1829,28.2,685,18500,"Oceania"
"5324","Trinidad and Tobago",1829,32.9,1300,65400,"The Americas"
"5325","Tunisia",1829,28.8,770,940000,"Africa"
"5326","Turkey",1829,35,1250,10400000,"Europe"
"5327","Turkmenistan",1829,24,1020,399000,"Asia"
"5328","Uganda",1829,25.3,486,2330000,"Africa"
"5329","Ukraine",1829,36.6,828,12200000,"Europe"
"5330","United Arab Emirates",1829,30.7,1110,40200,"Middle East"
"5331","United Kingdom",1829,41.6,3380,23800000,"Europe"
"5332","United States",1829,39.4,2200,12900000,"The Americas"
"5333","Uruguay",1829,32.9,2080,71600,"The Americas"
"5334","Uzbekistan",1829,26.9,518,2080000,"Asia"
"5335","Vanuatu",1829,24.3,605,30400,"Oceania"
"5336","Venezuela",1829,32.2,2020,871000,"The Americas"
"5337","Vietnam",1829,32,772,6380000,"Asia"
"5338","Yemen",1829,23.4,952,2640000,"Middle East"
"5339","Zambia",1829,32.6,711,1160000,"Africa"
"5340","Zimbabwe",1829,33.7,900,938000,"Africa"
"5341","Afghanistan",1830,27.9,625,3430000,"Asia"
"5342","Albania",1830,35.4,684,457000,"Europe"
"5343","Algeria",1830,28.8,819,2740000,"Africa"
"5344","Andorra",1830,NA,1400,2850,"Europe"
"5345","Angola",1830,27,704,1810000,"Africa"
"5346","Antigua and Barbuda",1830,33.5,812,37000,"The Americas"
"5347","Argentina",1830,33.2,1890,635000,"The Americas"
"5348","Armenia",1830,34,535,453000,"Asia"
"5349","Australia",1830,34,1540,335000,"Oceania"
"5350","Austria",1830,34.4,2430,3540000,"Europe"
"5351","Azerbaijan",1830,29.2,823,964000,"Asia"
"5352","Bahrain",1830,30.3,1410,64500,"Middle East"
"5353","Bangladesh",1830,25.5,876,20900000,"Asia"
"5354","Barbados",1830,32.1,980,96900,"The Americas"
"5355","Belarus",1830,36.2,651,2580000,"Europe"
"5356","Belgium",1830,40.2,2610,3750000,"Europe"
"5357","Belize",1830,26.5,621,25600,"The Americas"
"5358","Benin",1830,31,628,684000,"Africa"
"5359","Bhutan",1830,28.8,644,373000,"Asia"
"5360","Bolivia",1830,33,1000,1180000,"The Americas"
"5361","Bosnia and Herzegovina",1830,35.1,706,906000,"Europe"
"5362","Botswana",1830,33.6,418,108000,"Africa"
"5363","Brazil",1830,32,1120,5280000,"The Americas"
"5364","Brunei",1830,29.2,1570,2790,"Asia"
"5365","Bulgaria",1830,37.1,1150,2290000,"Europe"
"5366","Burkina Faso",1830,29.2,486,1730000,"Africa"
"5367","Burundi",1830,31.5,430,1040000,"Africa"
"5368","Cambodia",1830,35,392,2140000,"Asia"
"5369","Cameroon",1830,28.8,659,2120000,"Africa"
"5370","Canada",1830,39,1690,1170000,"The Americas"
"5371","Central African Republic",1830,30,446,598000,"Africa"
"5372","Chad",1830,30.9,440,1640000,"Africa"
"5373","Chile",1830,32,806,964000,"The Americas"
"5374","China",1830,32,793,407000000,"Asia"
"5375","Colombia",1830,32,823,1670000,"The Americas"
"5376","Comoros",1830,32.1,718,57500,"Africa"
"5377","Costa Rica",1830,30.2,869,77900,"The Americas"
"5378","Cote d'Ivoire",1830,31.2,916,1070000,"Africa"
"5379","Croatia",1830,36.1,1470,1340000,"Europe"
"5380","Cuba",1830,35.7,1150,978000,"The Americas"
"5381","Cyprus",1830,38.5,963,185000,"Europe"
"5382","Czech Republic",1830,35,2080,6000000,"Europe"
"5383","Denmark",1830,34.1,2390,1270000,"Europe"
"5384","Djibouti",1830,29.9,827,27600,"Africa"
"5385","Dominica",1830,NA,711,21000,"The Americas"
"5386","Dominican Republic",1830,29.9,706,105000,"The Americas"
"5387","Ecuador",1830,32.9,566,589000,"The Americas"
"5388","Egypt",1830,33,1670,4330000,"Africa"
"5389","El Salvador",1830,28.7,1060,282000,"The Americas"
"5390","Equatorial Guinea",1830,29.8,370,88800,"Africa"
"5391","Eritrea",1830,30.2,547,309000,"Africa"
"5392","Estonia",1830,35.4,1020,377000,"Europe"
"5393","Ethiopia",1830,26,526,13900000,"Africa"
"5394","Fiji",1830,26.1,814,138000,"Oceania"
"5395","Finland",1830,36.3,1400,1360000,"Europe"
"5396","France",1830,39.6,1960,33300000,"Europe"
"5397","Gabon",1830,30.6,392,195000,"Africa"
"5398","Georgia",1830,31.9,571,1170000,"Asia"
"5399","Germany",1830,38.4,2490,28000000,"Europe"
"5400","Ghana",1830,28,712,2000000,"Africa"
"5401","Greece",1830,36.6,1780,2530000,"Europe"
"5402","Grenada",1830,31.4,1000,30600,"The Americas"
"5403","Guatemala",1830,25.8,932,648000,"The Americas"
"5404","Guinea",1830,29.8,461,999000,"Africa"
"5405","Guinea-Bissau",1830,32,573,216000,"Africa"
"5406","Guyana",1830,31.1,1300,128000,"The Americas"
"5407","Haiti",1830,29,703,789000,"The Americas"
"5408","Honduras",1830,33.9,769,186000,"The Americas"
"5409","Hungary",1830,36,1350,4460000,"Europe"
"5410","Iceland",1830,40.5,1040,59200,"Europe"
"5411","India",1830,25.4,788,218000000,"Asia"
"5412","Indonesia",1830,30,906,18500000,"Asia"
"5413","Iran",1830,25.6,1560,6860000,"Middle East"
"5414","Iraq",1830,31.2,3920,1140000,"Middle East"
"5415","Ireland",1830,38.3,2140,7810000,"Europe"
"5416","Israel",1830,32,883,210000,"Middle East"
"5417","Italy",1830,29.7,3070,21500000,"Europe"
"5418","Jamaica",1830,34.2,1260,389000,"The Americas"
"5419","Japan",1830,36.4,1050,31300000,"Asia"
"5420","Jordan",1830,31.7,1190,242000,"Middle East"
"5421","Kazakhstan",1830,26.2,1250,2240000,"Asia"
"5422","Kenya",1830,25.5,938,3020000,"Africa"
"5423","Kiribati",1830,24.9,566,18800,"Oceania"
"5424","Kuwait",1830,26,1230,81300,"Middle East"
"5425","Latvia",1830,33,820,695000,"Europe"
"5426","Lebanon",1830,29.7,2340,357000,"Middle East"
"5427","Lesotho",1830,32.8,358,239000,"Africa"
"5428","Liberia",1830,31.1,821,319000,"Africa"
"5429","Libya",1830,33.1,1190,245000,"Africa"
"5430","Lithuania",1830,28.9,1390,902000,"Europe"
"5431","Luxembourg",1830,36.9,1640,168000,"Europe"
"5432","Madagascar",1830,30.5,603,1950000,"Africa"
"5433","Malawi",1830,30.3,351,1400000,"Africa"
"5434","Malaysia",1830,30.6,1140,352000,"Asia"
"5435","Maldives",1830,32.6,844,45000,"Asia"
"5436","Mali",1830,26.4,606,1440000,"Africa"
"5437","Malta",1830,28.7,859,142000,"Europe"
"5438","Marshall Islands",1830,NA,549,7340,"Oceania"
"5439","Mauritania",1830,32,555,348000,"Africa"
"5440","Mauritius",1830,33.4,989,93900,"Africa"
"5441","Mexico",1830,26.9,1220,6430000,"The Americas"
"5442","Micronesia, Fed. Sts.",1830,26.7,528,17200,"Oceania"
"5443","Moldova",1830,33.1,658,781000,"Europe"
"5444","Mongolia",1830,31.8,604,629000,"Asia"
"5445","Montenegro",1830,35.4,1150,148000,"Europe"
"5446","Morocco",1830,33.1,742,2740000,"Africa"
"5447","Mozambique",1830,30.3,397,2760000,"Africa"
"5448","Myanmar",1830,30.8,594,3640000,"Asia"
"5449","Namibia",1830,32.4,629,154000,"Africa"
"5450","Nepal",1830,32.8,621,4030000,"Asia"
"5451","Netherlands",1830,39.9,3430,2630000,"Europe"
"5452","New Zealand",1830,34,661,97900,"Oceania"
"5453","Nicaragua",1830,25.4,1090,218000,"The Americas"
"5454","Niger",1830,30.8,470,899000,"Africa"
"5455","Nigeria",1830,30.4,923,12600000,"Africa"
"5456","North Korea",1830,26,245,4380000,"Asia"
"5457","North Macedonia",1830,36.1,751,428000,"Europe"
"5458","Norway",1830,45.8,2720,1120000,"Europe"
"5459","Oman",1830,32.3,957,327000,"Middle East"
"5460","Pakistan",1830,25.8,1020,14100000,"Asia"
"5461","Panama",1830,32.9,951,94000,"The Americas"
"5462","Papua New Guinea",1830,31.5,567,758000,"Oceania"
"5463","Paraguay",1830,35.5,949,193000,"The Americas"
"5464","Peru",1830,35.7,707,1410000,"The Americas"
"5465","Philippines",1830,30.9,1110,2600000,"Asia"
"5466","Poland",1830,35.9,1150,11200000,"Europe"
"5467","Portugal",1830,35.6,1710,3490000,"Europe"
"5468","Qatar",1830,30.8,1230,14100,"Middle East"
"5469","Romania",1830,35.7,433,6890000,"Europe"
"5470","Russia",1830,29.6,1560,34400000,"Europe"
"5471","Rwanda",1830,31.8,448,1090000,"Africa"
"5472","Samoa",1830,25.4,1450,47100,"Oceania"
"5473","Sao Tome and Principe",1830,31,899,24400,"Africa"
"5474","Saudi Arabia",1830,32.1,2420,2140000,"Middle East"
"5475","Senegal",1830,25.2,523,983000,"Africa"
"5476","Serbia",1830,35.5,1480,2100000,"Europe"
"5477","Seychelles",1830,37,891,13000,"Africa"
"5478","Sierra Leone",1830,25.1,772,789000,"Africa"
"5479","Singapore",1830,34,1050,37000,"Asia"
"5480","Slovenia",1830,36.6,1530,513000,"Europe"
"5481","Solomon Islands",1830,25.1,377,63500,"Oceania"
"5482","Somalia",1830,29.4,714,1140000,"Africa"
"5483","South Africa",1830,33.5,1950,1930000,"Africa"
"5484","South Korea",1830,25.8,463,9440000,"Asia"
"5485","South Sudan",1830,26.7,534,1100000,"Africa"
"5486","Spain",1830,29.5,1840,13000000,"Europe"
"5487","Sri Lanka",1830,32.6,806,1480000,"Asia"
"5488","St. Lucia",1830,28,906,24000,"The Americas"
"5489","St. Vincent and the Grenadines",1830,26,899,27100,"The Americas"
"5490","Sudan",1830,31.4,546,4290000,"Africa"
"5491","Suriname",1830,32.9,1760,82200,"The Americas"
"5492","Swaziland",1830,32.3,515,73500,"Africa"
"5493","Sweden",1830,41,1560,2870000,"Europe"
"5494","Switzerland",1830,38,3380,2100000,"Europe"
"5495","Syria",1830,31.1,531,1380000,"Middle East"
"5496","Tajikistan",1830,24.2,593,511000,"Asia"
"5497","Tanzania",1830,32.2,579,3680000,"Africa"
"5498","Thailand",1830,30.4,805,4850000,"Asia"
"5499","Timor-Leste",1830,28.9,553,157000,"Asia"
"5500","Togo",1830,31.3,718,465000,"Africa"
"5501","Tonga",1830,28.2,687,18500,"Oceania"
"5502","Trinidad and Tobago",1830,32.9,1300,66000,"The Americas"
"5503","Tunisia",1830,28.8,776,948000,"Africa"
"5504","Turkey",1830,35,1250,10400000,"Europe"
"5505","Turkmenistan",1830,24,1030,402000,"Asia"
"5506","Uganda",1830,25.3,488,2360000,"Africa"
"5507","Ukraine",1830,36.6,833,12300000,"Europe"
"5508","United Arab Emirates",1830,30.7,1120,40200,"Middle East"
"5509","United Kingdom",1830,43,3480,24100000,"Europe"
"5510","United States",1830,39.4,2360,13200000,"The Americas"
"5511","Uruguay",1830,32.9,2100,73700,"The Americas"
"5512","Uzbekistan",1830,26.9,519,2100000,"Asia"
"5513","Vanuatu",1830,24.3,607,30600,"Oceania"
"5514","Venezuela",1830,32.2,2170,893000,"The Americas"
"5515","Vietnam",1830,32,771,6360000,"Asia"
"5516","Yemen",1830,23.4,955,2640000,"Middle East"
"5517","Zambia",1830,32.6,713,1180000,"Africa"
"5518","Zimbabwe",1830,33.7,901,923000,"Africa"
"5519","Afghanistan",1831,27.9,627,3450000,"Asia"
"5520","Albania",1831,35.4,686,459000,"Europe"
"5521","Algeria",1831,28.8,828,2740000,"Africa"
"5522","Andorra",1831,NA,1410,2870,"Europe"
"5523","Angola",1831,27,708,1840000,"Africa"
"5524","Antigua and Barbuda",1831,33.5,817,37000,"The Americas"
"5525","Argentina",1831,33.2,1910,647000,"The Americas"
"5526","Armenia",1831,34,538,457000,"Asia"
"5527","Australia",1831,34,1590,340000,"Oceania"
"5528","Austria",1831,34.4,2440,3560000,"Europe"
"5529","Azerbaijan",1831,29.2,827,973000,"Asia"
"5530","Bahrain",1831,30.3,1410,64500,"Middle East"
"5531","Bangladesh",1831,25.5,876,21000000,"Asia"
"5532","Barbados",1831,32.1,987,98500,"The Americas"
"5533","Belarus",1831,36.2,655,2600000,"Europe"
"5534","Belgium",1831,40.3,2620,3780000,"Europe"
"5535","Belize",1831,26.5,625,25700,"The Americas"
"5536","Benin",1831,31,631,689000,"Africa"
"5537","Bhutan",1831,28.8,645,371000,"Asia"
"5538","Bolivia",1831,33,1020,1190000,"The Americas"
"5539","Bosnia and Herzegovina",1831,35.1,709,911000,"Europe"
"5540","Botswana",1831,33.6,420,108000,"Africa"
"5541","Brazil",1831,32,1120,5360000,"The Americas"
"5542","Brunei",1831,29.2,1570,2850,"Asia"
"5543","Bulgaria",1831,37.2,1150,2300000,"Europe"
"5544","Burkina Faso",1831,29.2,487,1730000,"Africa"
"5545","Burundi",1831,31.5,430,1060000,"Africa"
"5546","Cambodia",1831,35,392,2140000,"Asia"
"5547","Cameroon",1831,28.8,662,2150000,"Africa"
"5548","Canada",1831,39,1720,1220000,"The Americas"
"5549","Central African Republic",1831,30,449,612000,"Africa"
"5550","Chad",1831,30.9,442,1640000,"Africa"
"5551","Chile",1831,32,810,985000,"The Americas"
"5552","China",1831,32,787,409000000,"Asia"
"5553","Colombia",1831,32,821,1700000,"The Americas"
"5554","Comoros",1831,32.1,718,57700,"Africa"
"5555","Costa Rica",1831,30.2,879,79500,"The Americas"
"5556","Cote d'Ivoire",1831,31.2,920,1070000,"Africa"
"5557","Croatia",1831,36.1,1480,1350000,"Europe"
"5558","Cuba",1831,35.9,1150,998000,"The Americas"
"5559","Cyprus",1831,38.5,975,185000,"Europe"
"5560","Czech Republic",1831,35,2100,6030000,"Europe"
"5561","Denmark",1831,29.3,2370,1280000,"Europe"
"5562","Djibouti",1831,29.9,830,28200,"Africa"
"5563","Dominica",1831,NA,716,21100,"The Americas"
"5564","Dominican Republic",1831,29.9,710,107000,"The Americas"
"5565","Ecuador",1831,32.9,569,599000,"The Americas"
"5566","Egypt",1831,33,1680,4350000,"Africa"
"5567","El Salvador",1831,28.7,1070,286000,"The Americas"
"5568","Equatorial Guinea",1831,29.8,370,89700,"Africa"
"5569","Eritrea",1831,30.2,549,322000,"Africa"
"5570","Estonia",1831,36,1030,381000,"Europe"
"5571","Ethiopia",1831,27,526,14100000,"Africa"
"5572","Fiji",1831,26.1,817,138000,"Oceania"
"5573","Finland",1831,34,1410,1370000,"Europe"
"5574","France",1831,39.6,1990,33400000,"Europe"
"5575","Gabon",1831,30.6,392,200000,"Africa"
"5576","Georgia",1831,31.9,574,1190000,"Asia"
"5577","Germany",1831,38.4,2510,28300000,"Europe"
"5578","Ghana",1831,28,713,2000000,"Africa"
"5579","Greece",1831,36.6,1810,2560000,"Europe"
"5580","Grenada",1831,31.4,1010,30700,"The Americas"
"5581","Guatemala",1831,25.8,940,654000,"The Americas"
"5582","Guinea",1831,29.8,462,1000000,"Africa"
"5583","Guinea-Bissau",1831,32,573,215000,"Africa"
"5584","Guyana",1831,31.1,1310,124000,"The Americas"
"5585","Haiti",1831,29,710,795000,"The Americas"
"5586","Honduras",1831,33.9,779,192000,"The Americas"
"5587","Hungary",1831,36,1360,4490000,"Europe"
"5588","Iceland",1831,40.5,1050,59000,"Europe"
"5589","India",1831,25.4,789,218000000,"Asia"
"5590","Indonesia",1831,30,893,18600000,"Asia"
"5591","Iran",1831,25.6,1560,6890000,"Middle East"
"5592","Iraq",1831,31.2,3920,1150000,"Middle East"
"5593","Ireland",1831,38.3,2170,7870000,"Europe"
"5594","Israel",1831,32,884,210000,"Middle East"
"5595","Italy",1831,29.7,3180,21700000,"Europe"
"5596","Jamaica",1831,34.2,1250,388000,"The Americas"
"5597","Japan",1831,36.4,1050,31400000,"Asia"
"5598","Jordan",1831,31.7,1190,244000,"Middle East"
"5599","Kazakhstan",1831,26.2,1250,2260000,"Asia"
"5600","Kenya",1831,25.5,941,3030000,"Africa"
"5601","Kiribati",1831,24.9,566,18900,"Oceania"
"5602","Kuwait",1831,26,1230,81300,"Middle East"
"5603","Latvia",1831,33,826,706000,"Europe"
"5604","Lebanon",1831,29.7,2350,359000,"Middle East"
"5605","Lesotho",1831,32.8,358,235000,"Africa"
"5606","Liberia",1831,31.1,823,320000,"Africa"
"5607","Libya",1831,33.1,1210,246000,"Africa"
"5608","Lithuania",1831,28.9,1400,915000,"Europe"
"5609","Luxembourg",1831,36.9,1660,170000,"Europe"
"5610","Madagascar",1831,30.5,606,1980000,"Africa"
"5611","Malawi",1831,30.3,352,1430000,"Africa"
"5612","Malaysia",1831,30.6,1140,360000,"Asia"
"5613","Maldives",1831,32.6,844,45200,"Asia"
"5614","Mali",1831,26.4,607,1440000,"Africa"
"5615","Malta",1831,28.7,867,143000,"Europe"
"5616","Marshall Islands",1831,NA,549,7510,"Oceania"
"5617","Mauritania",1831,32,558,345000,"Africa"
"5618","Mauritius",1831,35.8,994,95300,"Africa"
"5619","Mexico",1831,26.9,1220,6460000,"The Americas"
"5620","Micronesia, Fed. Sts.",1831,26.7,528,17300,"Oceania"
"5621","Moldova",1831,33.1,661,788000,"Europe"
"5622","Mongolia",1831,31.8,605,629000,"Asia"
"5623","Montenegro",1831,35.4,1160,150000,"Europe"
"5624","Morocco",1831,33.1,746,2750000,"Africa"
"5625","Mozambique",1831,30.3,398,2830000,"Africa"
"5626","Myanmar",1831,30.8,594,3660000,"Asia"
"5627","Namibia",1831,32.4,638,151000,"Africa"
"5628","Nepal",1831,32.8,621,4050000,"Asia"
"5629","Netherlands",1831,39.9,3690,2660000,"Europe"
"5630","New Zealand",1831,34,661,95900,"Oceania"
"5631","Nicaragua",1831,25.4,1100,222000,"The Americas"
"5632","Niger",1831,30.8,472,904000,"Africa"
"5633","Nigeria",1831,30.4,928,12600000,"Africa"
"5634","North Korea",1831,26,245,4380000,"Asia"
"5635","North Macedonia",1831,36.1,757,432000,"Europe"
"5636","Norway",1831,45.7,2560,1130000,"Europe"
"5637","Oman",1831,32.3,961,328000,"Middle East"
"5638","Pakistan",1831,25.8,1020,14200000,"Asia"
"5639","Panama",1831,32.9,962,94600,"The Americas"
"5640","Papua New Guinea",1831,31.5,569,758000,"Oceania"
"5641","Paraguay",1831,35.5,961,199000,"The Americas"
"5642","Peru",1831,35.7,711,1450000,"The Americas"
"5643","Philippines",1831,30.9,1110,2640000,"Asia"
"5644","Poland",1831,35.9,1130,11300000,"Europe"
"5645","Portugal",1831,35.6,1650,3510000,"Europe"
"5646","Qatar",1831,30.8,1230,14100,"Middle East"
"5647","Romania",1831,35.7,439,6940000,"Europe"
"5648","Russia",1831,29.6,1570,34700000,"Europe"
"5649","Rwanda",1831,31.8,448,1110000,"Africa"
"5650","Samoa",1831,25.4,1460,47100,"Oceania"
"5651","Sao Tome and Principe",1831,31,901,24600,"Africa"
"5652","Saudi Arabia",1831,32.1,2420,2140000,"Middle East"
"5653","Senegal",1831,25.2,526,980000,"Africa"
"5654","Serbia",1831,35.5,1490,2100000,"Europe"
"5655","Seychelles",1831,37,895,13000,"Africa"
"5656","Sierra Leone",1831,25.1,776,789000,"Africa"
"5657","Singapore",1831,34,1050,37700,"Asia"
"5658","Slovenia",1831,36.6,1550,517000,"Europe"
"5659","Solomon Islands",1831,25.1,378,64200,"Oceania"
"5660","Somalia",1831,29.4,714,1150000,"Africa"
"5661","South Africa",1831,33.5,1850,1980000,"Africa"
"5662","South Korea",1831,25.8,463,9450000,"Asia"
"5663","South Sudan",1831,26.7,536,1110000,"Africa"
"5664","Spain",1831,29.5,1850,13100000,"Europe"
"5665","Sri Lanka",1831,32.6,806,1510000,"Asia"
"5666","St. Lucia",1831,28,909,24000,"The Americas"
"5667","St. Vincent and the Grenadines",1831,26,905,27300,"The Americas"
"5668","Sudan",1831,31.4,548,4310000,"Africa"
"5669","Suriname",1831,32.9,1770,82300,"The Americas"
"5670","Swaziland",1831,32.3,518,73100,"Africa"
"5671","Sweden",1831,39,1590,2900000,"Europe"
"5672","Switzerland",1831,38,3460,2110000,"Europe"
"5673","Syria",1831,31.1,533,1390000,"Middle East"
"5674","Tajikistan",1831,24.2,596,516000,"Asia"
"5675","Tanzania",1831,32.2,581,3760000,"Africa"
"5676","Thailand",1831,30.4,806,4860000,"Asia"
"5677","Timor-Leste",1831,28.9,554,159000,"Asia"
"5678","Togo",1831,31.3,722,467000,"Africa"
"5679","Tonga",1831,28.2,690,18500,"Oceania"
"5680","Trinidad and Tobago",1831,32.9,1310,66700,"The Americas"
"5681","Tunisia",1831,28.8,782,956000,"Africa"
"5682","Turkey",1831,35,1260,10400000,"Europe"
"5683","Turkmenistan",1831,24,1040,406000,"Asia"
"5684","Uganda",1831,25.3,491,2380000,"Africa"
"5685","Ukraine",1831,36.6,839,12400000,"Europe"
"5686","United Arab Emirates",1831,30.7,1120,40200,"Middle East"
"5687","United Kingdom",1831,40.8,3480,24400000,"Europe"
